sigma_theta,sigma_c,sigma_t,stress_ratio,brittleness_index,Wet,depth,rockburst_grade,rock_quality_index,seismic_energy,fracture_volume,total_seismic_energy,seismic_pulses
,,,,,4.486330798479087,710.0,0.0,,,,5240.0,18.0
,,,,,4.486330798479087,710.0,0.0,,,,17910.0,86.0
,,,,,4.486330798479087,710.0,0.0,,,,145440.0,358.0
,,,,,4.486330798479087,710.0,0.0,,,,67480.0,141.0
,,,,,4.486330798479087,710.0,0.0,,,,239660.0,501.0
,,,,,4.486330798479087,710.0,0.0,,,,229690.0,485.0
,,,,,4.486330798479087,710.0,0.0,,,,49410.0,74.0
,,,,,4.486330798479087,710.0,0.0,,,,197620.0,406.0
,,,,,4.486330798479087,710.0,0.0,,,,68200.0,137.0
,,,,,4.486330798479087,710.0,0.0,,,,53380.0,108.0
,,,,,4.486330798479087,710.0,0.0,,,,179710.0,274.0
,,,,,4.486330798479087,710.0,0.0,,,,29650.0,93.0
,,,,,4.486330798479087,710.0,0.0,,,,111510.0,169.0
,,,,,4.486330798479087,710.0,0.0,,,,18400.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,6980.0,30.0
,,,,,4.486330798479087,710.0,0.0,,,,13120.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,9050.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,15400.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,38800.0,38.0
,,,,,4.486330798479087,710.0,0.0,,,,104210.0,185.0
,,,,,4.486330798479087,710.0,0.0,,,,73930.0,94.0
,,,,,4.486330798479087,710.0,0.0,,,,42300.0,55.0
,,,,,4.486330798479087,710.0,0.0,,,,178220.0,371.0
,,,,,4.486330798479087,710.0,0.0,,,,121520.0,247.0
,,,,,4.486330798479087,710.0,0.0,,,,22270.0,53.0
,,,,,4.486330798479087,710.0,0.0,,,,254510.0,417.0
,,,,,4.486330798479087,710.0,0.0,,,,180530.0,324.0
,,,,,4.486330798479087,710.0,0.0,,,,24750.0,62.0
,,,,,4.486330798479087,710.0,0.0,,,,362360.0,575.0
,,,,,4.486330798479087,710.0,0.0,,,,140610.0,254.0
,,,,,4.486330798479087,710.0,0.0,,,,26720.0,53.0
,,,,,4.486330798479087,710.0,0.0,,,,211440.0,403.0
,,,,,4.486330798479087,710.0,0.0,,,,189170.0,371.0
,,,,,4.486330798479087,710.0,0.0,,,,232470.0,361.0
,,,,,4.486330798479087,710.0,0.0,,,,240350.0,458.0
,,,,,4.486330798479087,710.0,0.0,,,,40820.0,78.0
,,,,,4.486330798479087,710.0,0.0,,,,19790.0,43.0
,,,,,4.486330798479087,710.0,0.0,,,,11230.0,26.0
,,,,,4.486330798479087,710.0,0.0,,,,19120.0,36.0
,,,,,4.486330798479087,710.0,0.0,,,,12120.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,147570.0,259.0
,,,,,4.486330798479087,710.0,0.0,,,,140890.0,230.0
,,,,,4.486330798479087,710.0,0.0,,,,16210.0,44.0
,,,,,4.486330798479087,710.0,0.0,,,,122030.0,211.0
,,,,,4.486330798479087,710.0,0.0,,,,154470.0,263.0
,,,,,4.486330798479087,710.0,0.0,,,,54980.0,115.0
,,,,,4.486330798479087,710.0,0.0,,,,103460.0,208.0
,,,,,4.486330798479087,710.0,0.0,,,,85240.0,140.0
,,,,,4.486330798479087,710.0,0.0,,,,39890.0,66.0
,,,,,4.486330798479087,710.0,0.0,,,,120690.0,150.0
,,,,,4.486330798479087,710.0,0.0,,,,70740.0,154.0
,,,,,4.486330798479087,710.0,0.0,,,,82480.0,172.0
,,,,,4.486330798479087,710.0,0.0,,,,161390.0,314.0
,,,,,4.486330798479087,710.0,0.0,,,,101050.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,60100.0,94.0
,,,,,4.486330798479087,710.0,0.0,,,,82460.0,154.0
,,,,,4.486330798479087,710.0,0.0,,,,65320.0,128.0
,,,,,4.486330798479087,710.0,0.0,,,,18870.0,47.0
,,,,,4.486330798479087,710.0,0.0,,,,21900.0,60.0
,,,,,4.486330798479087,710.0,0.0,,,,20700.0,37.0
,,,,,4.486330798479087,710.0,0.0,,,,51950.0,144.0
,,,,,4.486330798479087,710.0,0.0,,,,129190.0,278.0
,,,,,4.486330798479087,710.0,0.0,,,,125340.0,292.0
,,,,,4.486330798479087,710.0,0.0,,,,48630.0,126.0
,,,,,4.486330798479087,710.0,0.0,,,,39660.0,86.0
,,,,,4.486330798479087,710.0,0.0,,,,101040.0,213.0
,,,,,4.486330798479087,710.0,0.0,,,,20090.0,74.0
,,,,,4.486330798479087,710.0,0.0,,,,105160.0,284.0
,,,,,4.486330798479087,710.0,0.0,,,,35200.0,93.0
,,,,,4.486330798479087,710.0,0.0,,,,22300.0,55.0
,,,,,4.486330798479087,710.0,0.0,,,,30650.0,80.0
,,,,,4.486330798479087,710.0,0.0,,,,20840.0,52.0
,,,,,4.486330798479087,710.0,0.0,,,,29560.0,112.0
,,,,,4.486330798479087,710.0,0.0,,,,28210.0,83.0
,,,,,4.486330798479087,710.0,0.0,,,,14350.0,36.0
,,,,,4.486330798479087,710.0,0.0,,,,32830.0,85.0
,,,,,4.486330798479087,710.0,0.0,,,,66640.0,155.0
,,,,,4.486330798479087,710.0,0.0,,,,48440.0,76.0
,,,,,4.486330798479087,710.0,0.0,,,,26470.0,37.0
,,,,,4.486330798479087,710.0,0.0,,,,3430.0,18.0
,,,,,4.486330798479087,710.0,0.0,,,,12270.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,34050.0,68.0
,,,,,4.486330798479087,710.0,0.0,,,,28020.0,51.0
,,,,,4.486330798479087,710.0,0.0,,,,44790.0,57.0
,,,,,4.486330798479087,710.0,0.0,,,,68130.0,162.0
,,,,,4.486330798479087,710.0,0.0,,,,107250.0,168.0
,,,,,4.486330798479087,710.0,0.0,,,,72460.0,150.0
,,,,,4.486330798479087,710.0,0.0,,,,58410.0,113.0
,,,,,4.486330798479087,710.0,3.0,,,,52000.0,134.0
,,,,,4.486330798479087,710.0,0.0,,,,48590.0,134.0
,,,,,4.486330798479087,710.0,0.0,,,,19370.0,63.0
,,,,,4.486330798479087,710.0,0.0,,,,14770.0,48.0
,,,,,4.486330798479087,710.0,0.0,,,,15050.0,52.0
,,,,,4.486330798479087,710.0,0.0,,,,18800.0,67.0
,,,,,4.486330798479087,710.0,0.0,,,,29500.0,92.0
,,,,,4.486330798479087,710.0,0.0,,,,12950.0,41.0
,,,,,4.486330798479087,710.0,0.0,,,,20730.0,48.0
,,,,,4.486330798479087,710.0,0.0,,,,41340.0,89.0
,,,,,4.486330798479087,710.0,0.0,,,,18410.0,30.0
,,,,,4.486330798479087,710.0,0.0,,,,9490.0,26.0
,,,,,4.486330798479087,710.0,0.0,,,,6370.0,34.0
,,,,,4.486330798479087,710.0,0.0,,,,9430.0,44.0
,,,,,4.486330798479087,710.0,0.0,,,,30130.0,82.0
,,,,,4.486330798479087,710.0,0.0,,,,12880.0,62.0
,,,,,4.486330798479087,710.0,0.0,,,,16480.0,44.0
,,,,,4.486330798479087,710.0,0.0,,,,19040.0,50.0
,,,,,4.486330798479087,710.0,0.0,,,,15570.0,41.0
,,,,,4.486330798479087,710.0,0.0,,,,20250.0,45.0
,,,,,4.486330798479087,710.0,0.0,,,,19030.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,21730.0,56.0
,,,,,4.486330798479087,710.0,0.0,,,,24550.0,62.0
,,,,,4.486330798479087,710.0,0.0,,,,15300.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,32240.0,61.0
,,,,,4.486330798479087,710.0,0.0,,,,27490.0,55.0
,,,,,4.486330798479087,710.0,0.0,,,,48650.0,73.0
,,,,,4.486330798479087,710.0,0.0,,,,147400.0,189.0
,,,,,4.486330798479087,710.0,0.0,,,,175660.0,251.0
,,,,,4.486330798479087,710.0,0.0,,,,44730.0,79.0
,,,,,4.486330798479087,710.0,0.0,,,,25510.0,60.0
,,,,,4.486330798479087,710.0,0.0,,,,13960.0,36.0
,,,,,4.486330798479087,710.0,0.0,,,,4760.0,35.0
,,,,,4.486330798479087,710.0,0.0,,,,4790.0,21.0
,,,,,4.486330798479087,710.0,0.0,,,,9550.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,10100.0,23.0
,,,,,4.486330798479087,710.0,0.0,,,,11620.0,23.0
,,,,,4.486330798479087,710.0,0.0,,,,6910.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,8960.0,28.0
,,,,,4.486330798479087,710.0,0.0,,,,12760.0,26.0
,,,,,4.486330798479087,710.0,0.0,,,,12620.0,37.0
,,,,,4.486330798479087,710.0,0.0,,,,7400.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,9070.0,28.0
,,,,,4.486330798479087,710.0,0.0,,,,18250.0,67.0
,,,,,4.486330798479087,710.0,0.0,,,,11190.0,27.0
,,,,,4.486330798479087,710.0,0.0,,,,10760.0,28.0
,,,,,4.486330798479087,710.0,0.0,,,,11230.0,27.0
,,,,,4.486330798479087,710.0,0.0,,,,12430.0,32.0
,,,,,4.486330798479087,710.0,0.0,,,,13080.0,42.0
,,,,,4.486330798479087,710.0,0.0,,,,14670.0,44.0
,,,,,4.486330798479087,710.0,0.0,,,,8110.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,9350.0,44.0
,,,,,4.486330798479087,710.0,0.0,,,,11500.0,30.0
,,,,,4.486330798479087,710.0,0.0,,,,7990.0,20.0
,,,,,4.486330798479087,710.0,0.0,,,,7590.0,20.0
,,,,,4.486330798479087,710.0,0.0,,,,6760.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,6460.0,27.0
,,,,,4.486330798479087,710.0,0.0,,,,19260.0,53.0
,,,,,4.486330798479087,710.0,0.0,,,,14810.0,45.0
,,,,,4.486330798479087,710.0,0.0,,,,20020.0,49.0
,,,,,4.486330798479087,710.0,0.0,,,,11400.0,50.0
,,,,,4.486330798479087,710.0,0.0,,,,11500.0,35.0
,,,,,4.486330798479087,710.0,0.0,,,,5250.0,66.0
,,,,,4.486330798479087,710.0,0.0,,,,19420.0,60.0
,,,,,4.486330798479087,710.0,0.0,,,,20060.0,57.0
,,,,,4.486330798479087,710.0,0.0,,,,7970.0,44.0
,,,,,4.486330798479087,710.0,0.0,,,,10330.0,35.0
,,,,,4.486330798479087,710.0,0.0,,,,18600.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,4120.0,23.0
,,,,,4.486330798479087,710.0,0.0,,,,6790.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,4910.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,16410.0,32.0
,,,,,4.486330798479087,710.0,0.0,,,,8280.0,30.0
,,,,,4.486330798479087,710.0,0.0,,,,3610.0,16.0
,,,,,4.486330798479087,710.0,0.0,,,,3410.0,16.0
,,,,,4.486330798479087,710.0,0.0,,,,7400.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,6650.0,27.0
,,,,,4.486330798479087,710.0,0.0,,,,5930.0,31.0
,,,,,4.486330798479087,710.0,0.0,,,,7530.0,32.0
,,,,,4.486330798479087,710.0,0.0,,,,5170.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,3760.0,22.0
,,,,,4.486330798479087,710.0,0.0,,,,1160.0,20.0
,,,,,4.486330798479087,710.0,0.0,,,,5400.0,39.0
,,,,,4.486330798479087,710.0,0.0,,,,1270.0,9.0
,,,,,4.486330798479087,710.0,0.0,,,,2870.0,22.0
,,,,,4.486330798479087,710.0,0.0,,,,1600.0,11.0
,,,,,4.486330798479087,710.0,0.0,,,,2720.0,23.0
,,,,,4.486330798479087,710.0,0.0,,,,4310.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,4240.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,3420.0,14.0
,,,,,4.486330798479087,710.0,0.0,,,,2910.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,1560.0,15.0
,,,,,4.486330798479087,710.0,0.0,,,,3460.0,47.0
,,,,,4.486330798479087,710.0,0.0,,,,5020.0,32.0
,,,,,4.486330798479087,710.0,0.0,,,,2430.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,2260.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,1480.0,7.0
,,,,,4.486330798479087,710.0,0.0,,,,920.0,9.0
,,,,,4.486330798479087,710.0,0.0,,,,1180.0,14.0
,,,,,4.486330798479087,710.0,0.0,,,,2290.0,6.0
,,,,,4.486330798479087,710.0,0.0,,,,4080.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,3380.0,14.0
,,,,,4.486330798479087,710.0,0.0,,,,920.0,9.0
,,,,,4.486330798479087,710.0,0.0,,,,3840.0,13.0
,,,,,4.486330798479087,710.0,0.0,,,,2540.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,590.0,11.0
,,,,,4.486330798479087,710.0,0.0,,,,3720.0,43.0
,,,,,4.486330798479087,710.0,0.0,,,,2340.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,2610.0,39.0
,,,,,4.486330798479087,710.0,0.0,,,,3030.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,3430.0,23.0
,,,,,4.486330798479087,710.0,0.0,,,,3330.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,1950.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,3610.0,20.0
,,,,,4.486330798479087,710.0,0.0,,,,3530.0,27.0
,,,,,4.486330798479087,710.0,0.0,,,,1150.0,6.0
,,,,,4.486330798479087,710.0,0.0,,,,2180.0,10.0
,,,,,4.486330798479087,710.0,0.0,,,,2760.0,24.0
,,,,,4.486330798479087,710.0,0.0,,,,2740.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,750.0,15.0
,,,,,4.486330798479087,710.0,0.0,,,,5050.0,55.0
,,,,,4.486330798479087,710.0,0.0,,,,1920.0,32.0
,,,,,4.486330798479087,710.0,0.0,,,,2820.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,3300.0,15.0
,,,,,4.486330798479087,710.0,0.0,,,,2150.0,13.0
,,,,,4.486330798479087,710.0,0.0,,,,3310.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,2290.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,1380.0,56.0
,,,,,4.486330798479087,710.0,0.0,,,,2780.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,2920.0,16.0
,,,,,4.486330798479087,710.0,0.0,,,,2700.0,14.0
,,,,,4.486330798479087,710.0,0.0,,,,780.0,6.0
,,,,,4.486330798479087,710.0,0.0,,,,2810.0,7.0
,,,,,4.486330798479087,710.0,0.0,,,,2350.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,1490.0,10.0
,,,,,4.486330798479087,710.0,0.0,,,,1970.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,3890.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,1340.0,21.0
,,,,,4.486330798479087,710.0,0.0,,,,1620.0,11.0
,,,,,4.486330798479087,710.0,0.0,,,,2570.0,10.0
,,,,,4.486330798479087,710.0,0.0,,,,1190.0,9.0
,,,,,4.486330798479087,710.0,0.0,,,,2680.0,14.0
,,,,,4.486330798479087,710.0,0.0,,,,3390.0,13.0
,,,,,4.486330798479087,710.0,0.0,,,,4390.0,16.0
,,,,,4.486330798479087,710.0,0.0,,,,1870.0,11.0
,,,,,4.486330798479087,710.0,0.0,,,,2650.0,18.0
,,,,,4.486330798479087,710.0,0.0,,,,3680.0,22.0
,,,,,4.486330798479087,710.0,0.0,,,,2850.0,10.0
,,,,,4.486330798479087,710.0,0.0,,,,2070.0,14.0
,,,,,4.486330798479087,710.0,0.0,,,,4720.0,26.0
,,,,,4.486330798479087,710.0,0.0,,,,1070.0,10.0
,,,,,4.486330798479087,710.0,0.0,,,,3110.0,23.0
,,,,,4.486330798479087,710.0,0.0,,,,3100.0,22.0
,,,,,4.486330798479087,710.0,0.0,,,,3130.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,2890.0,28.0
,,,,,4.486330798479087,710.0,0.0,,,,2870.0,21.0
,,,,,4.486330798479087,710.0,0.0,,,,3090.0,18.0
,,,,,4.486330798479087,710.0,0.0,,,,3510.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,2970.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,4290.0,45.0
,,,,,4.486330798479087,710.0,0.0,,,,2510.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,2920.0,20.0
,,,,,4.486330798479087,710.0,0.0,,,,6150.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,3600.0,20.0
,,,,,4.486330798479087,710.0,0.0,,,,1980.0,18.0
,,,,,4.486330798479087,710.0,0.0,,,,3210.0,13.0
,,,,,4.486330798479087,710.0,0.0,,,,4190.0,25.0
,,,,,4.486330798479087,710.0,0.0,,,,560.0,7.0
,,,,,4.486330798479087,710.0,0.0,,,,1100.0,6.0
,,,,,4.486330798479087,710.0,0.0,,,,3180.0,11.0
,,,,,4.486330798479087,710.0,0.0,,,,4350.0,22.0
,,,,,4.486330798479087,710.0,0.0,,,,5090.0,35.0
,,,,,4.486330798479087,710.0,0.0,,,,2440.0,16.0
,,,,,4.486330798479087,710.0,0.0,,,,950.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,2440.0,63.0
,,,,,4.486330798479087,710.0,0.0,,,,1820.0,55.0
,,,,,4.486330798479087,710.0,0.0,,,,1650.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,4310.0,66.0
,,,,,4.486330798479087,710.0,0.0,,,,4200.0,74.0
,,,,,4.486330798479087,710.0,0.0,,,,7130.0,105.0
,,,,,4.486330798479087,710.0,0.0,,,,5630.0,98.0
,,,,,4.486330798479087,710.0,0.0,,,,5660.0,118.0
,,,,,4.486330798479087,710.0,0.0,,,,7190.0,123.0
,,,,,4.486330798479087,710.0,0.0,,,,6220.0,111.0
,,,,,4.486330798479087,710.0,0.0,,,,4030.0,127.0
,,,,,4.486330798479087,710.0,0.0,,,,8670.0,151.0
,,,,,4.486330798479087,710.0,0.0,,,,7510.0,169.0
,,,,,4.486330798479087,710.0,0.0,,,,3110.0,164.0
,,,,,4.486330798479087,710.0,0.0,,,,5550.0,168.0
,,,,,4.486330798479087,710.0,0.0,,,,7560.0,133.0
,,,,,4.486330798479087,710.0,0.0,,,,3610.0,154.0
,,,,,4.486330798479087,710.0,0.0,,,,4490.0,177.0
,,,,,4.486330798479087,710.0,0.0,,,,3100.0,184.0
,,,,,4.486330798479087,710.0,0.0,,,,18470.0,525.0
,,,,,4.486330798479087,710.0,0.0,,,,17220.0,529.0
,,,,,4.486330798479087,710.0,0.0,,,,25010.0,524.0
,,,,,4.486330798479087,710.0,0.0,,,,17540.0,252.0
,,,,,4.486330798479087,710.0,0.0,,,,15170.0,414.0
,,,,,4.486330798479087,710.0,3.0,,,,79240.0,1381.0
,,,,,4.486330798479087,710.0,0.0,,,,103380.0,2701.0
,,,,,4.486330798479087,710.0,0.0,,,,38230.0,835.0
,,,,,4.486330798479087,710.0,0.0,,,,43380.0,693.0
,,,,,4.486330798479087,710.0,0.0,,,,26450.0,529.0
,,,,,4.486330798479087,710.0,0.0,,,,27450.0,512.0
,,,,,4.486330798479087,710.0,0.0,,,,25750.0,494.0
,,,,,4.486330798479087,710.0,0.0,,,,23310.0,242.0
,,,,,4.486330798479087,710.0,0.0,,,,26170.0,388.0
,,,,,4.486330798479087,710.0,0.0,,,,42450.0,429.0
,,,,,4.486330798479087,710.0,0.0,,,,63560.0,317.0
,,,,,4.486330798479087,710.0,0.0,,,,58720.0,513.0
,,,,,4.486330798479087,710.0,0.0,,,,31010.0,512.0
,,,,,4.486330798479087,710.0,0.0,,,,31450.0,286.0
,,,,,4.486330798479087,710.0,0.0,,,,31310.0,504.0
,,,,,4.486330798479087,710.0,0.0,,,,27020.0,294.0
,,,,,4.486330798479087,710.0,0.0,,,,10160.0,278.0
,,,,,4.486330798479087,710.0,0.0,,,,18820.0,299.0
,,,,,4.486330798479087,710.0,0.0,,,,13780.0,289.0
,,,,,4.486330798479087,710.0,0.0,,,,14080.0,172.0
,,,,,4.486330798479087,710.0,0.0,,,,11690.0,235.0
,,,,,4.486330798479087,710.0,0.0,,,,33500.0,231.0
,,,,,4.486330798479087,710.0,0.0,,,,58190.0,419.0
,,,,,4.486330798479087,710.0,0.0,,,,31390.0,362.0
,,,,,4.486330798479087,710.0,0.0,,,,25850.0,476.0
,,,,,4.486330798479087,710.0,0.0,,,,23040.0,392.0
,,,,,4.486330798479087,710.0,0.0,,,,15300.0,295.0
,,,,,4.486330798479087,710.0,0.0,,,,14050.0,228.0
,,,,,4.486330798479087,710.0,0.0,,,,9450.0,209.0
,,,,,4.486330798479087,710.0,0.0,,,,36250.0,361.0
,,,,,4.486330798479087,710.0,0.0,,,,24570.0,327.0
,,,,,4.486330798479087,710.0,0.0,,,,26860.0,319.0
,,,,,4.486330798479087,710.0,0.0,,,,16000.0,313.0
,,,,,4.486330798479087,710.0,0.0,,,,21860.0,196.0
,,,,,4.486330798479087,710.0,0.0,,,,12900.0,201.0
,,,,,4.486330798479087,710.0,0.0,,,,27590.0,314.0
,,,,,4.486330798479087,710.0,0.0,,,,15010.0,368.0
,,,,,4.486330798479087,710.0,0.0,,,,9970.0,323.0
,,,,,4.486330798479087,710.0,0.0,,,,18970.0,301.0
,,,,,4.486330798479087,710.0,0.0,,,,13000.0,311.0
,,,,,4.486330798479087,710.0,0.0,,,,14970.0,409.0
,,,,,4.486330798479087,710.0,0.0,,,,14390.0,329.0
,,,,,4.486330798479087,710.0,0.0,,,,6790.0,238.0
,,,,,4.486330798479087,710.0,0.0,,,,38430.0,406.0
,,,,,4.486330798479087,710.0,0.0,,,,29380.0,381.0
,,,,,4.486330798479087,710.0,0.0,,,,35720.0,306.0
,,,,,4.486330798479087,710.0,0.0,,,,22990.0,395.0
,,,,,4.486330798479087,710.0,0.0,,,,15190.0,367.0
,,,,,4.486330798479087,710.0,0.0,,,,34750.0,368.0
,,,,,4.486330798479087,710.0,0.0,,,,84880.0,807.0
,,,,,4.486330798479087,710.0,0.0,,,,45560.0,591.0
,,,,,4.486330798479087,710.0,0.0,,,,36940.0,439.0
,,,,,4.486330798479087,710.0,0.0,,,,28960.0,444.0
,,,,,4.486330798479087,710.0,0.0,,,,22260.0,493.0
,,,,,4.486330798479087,710.0,0.0,,,,14370.0,338.0
,,,,,4.486330798479087,710.0,0.0,,,,16480.0,401.0
,,,,,4.486330798479087,710.0,0.0,,,,14300.0,275.0
,,,,,4.486330798479087,710.0,0.0,,,,12280.0,290.0
,,,,,4.486330798479087,710.0,0.0,,,,11140.0,295.0
,,,,,4.486330798479087,710.0,0.0,,,,4500.0,207.0
,,,,,4.486330798479087,710.0,0.0,,,,7400.0,206.0
,,,,,4.486330798479087,710.0,0.0,,,,9380.0,234.0
,,,,,4.486330798479087,710.0,0.0,,,,11550.0,204.0
,,,,,4.486330798479087,710.0,0.0,,,,10070.0,243.0
,,,,,4.486330798479087,710.0,0.0,,,,5940.0,182.0
,,,,,4.486330798479087,710.0,0.0,,,,7860.0,165.0
,,,,,4.486330798479087,710.0,0.0,,,,5420.0,163.0
,,,,,4.486330798479087,710.0,0.0,,,,7440.0,130.0
,,,,,4.486330798479087,710.0,0.0,,,,8550.0,205.0
,,,,,4.486330798479087,710.0,0.0,,,,11150.0,201.0
,,,,,4.486330798479087,710.0,0.0,,,,6510.0,187.0
,,,,,4.486330798479087,710.0,0.0,,,,5000.0,163.0
,,,,,4.486330798479087,710.0,0.0,,,,6550.0,163.0
,,,,,4.486330798479087,710.0,0.0,,,,5880.0,175.0
,,,,,4.486330798479087,710.0,0.0,,,,8290.0,229.0
,,,,,4.486330798479087,710.0,0.0,,,,6790.0,194.0
,,,,,4.486330798479087,710.0,0.0,,,,7170.0,170.0
,,,,,4.486330798479087,710.0,0.0,,,,8780.0,226.0
,,,,,4.486330798479087,710.0,0.0,,,,16980.0,451.0
,,,,,4.486330798479087,710.0,0.0,,,,21910.0,695.0
,,,,,4.486330798479087,710.0,0.0,,,,28130.0,304.0
,,,,,4.486330798479087,710.0,0.0,,,,28210.0,618.0
,,,,,4.486330798479087,710.0,3.0,,,,21060.0,242.0
,,,,,4.486330798479087,710.0,0.0,,,,22130.0,390.0
,,,,,4.486330798479087,710.0,0.0,,,,9860.0,324.0
,,,,,4.486330798479087,710.0,0.0,,,,18830.0,201.0
,,,,,4.486330798479087,710.0,0.0,,,,34360.0,604.0
,,,,,4.486330798479087,710.0,0.0,,,,15640.0,517.0
,,,,,4.486330798479087,710.0,0.0,,,,19760.0,445.0
,,,,,4.486330798479087,710.0,0.0,,,,11660.0,330.0
,,,,,4.486330798479087,710.0,0.0,,,,17390.0,278.0
,,,,,4.486330798479087,710.0,0.0,,,,41300.0,336.0
,,,,,4.486330798479087,710.0,0.0,,,,26880.0,317.0
,,,,,4.486330798479087,710.0,0.0,,,,30820.0,389.0
,,,,,4.486330798479087,710.0,0.0,,,,20610.0,274.0
,,,,,4.486330798479087,710.0,0.0,,,,47470.0,466.0
,,,,,4.486330798479087,710.0,3.0,,,,49510.0,521.0
,,,,,4.486330798479087,710.0,0.0,,,,87260.0,2457.0
,,,,,4.486330798479087,710.0,0.0,,,,30060.0,1135.0
,,,,,4.486330798479087,710.0,0.0,,,,23670.0,721.0
,,,,,4.486330798479087,710.0,0.0,,,,15600.0,548.0
,,,,,4.486330798479087,710.0,0.0,,,,13520.0,528.0
,,,,,4.486330798479087,710.0,0.0,,,,16590.0,324.0
,,,,,4.486330798479087,710.0,0.0,,,,10000.0,208.0
,,,,,4.486330798479087,710.0,0.0,,,,19140.0,545.0
,,,,,4.486330798479087,710.0,0.0,,,,34020.0,858.0
,,,,,4.486330798479087,710.0,0.0,,,,25400.0,810.0
,,,,,4.486330798479087,710.0,0.0,,,,19910.0,373.0
,,,,,4.486330798479087,710.0,0.0,,,,15770.0,549.0
,,,,,4.486330798479087,710.0,0.0,,,,19860.0,300.0
,,,,,4.486330798479087,710.0,0.0,,,,35130.0,859.0
,,,,,4.486330798479087,710.0,0.0,,,,26630.0,785.0
,,,,,4.486330798479087,710.0,0.0,,,,15280.0,521.0
,,,,,4.486330798479087,710.0,0.0,,,,10820.0,524.0
,,,,,4.486330798479087,710.0,0.0,,,,7170.0,278.0
,,,,,4.486330798479087,710.0,0.0,,,,14930.0,244.0
,,,,,4.486330798479087,710.0,0.0,,,,20670.0,376.0
,,,,,4.486330798479087,710.0,0.0,,,,17360.0,380.0
,,,,,4.486330798479087,710.0,0.0,,,,12840.0,350.0
,,,,,4.486330798479087,710.0,0.0,,,,28010.0,693.0
,,,,,4.486330798479087,710.0,0.0,,,,17620.0,557.0
,,,,,4.486330798479087,710.0,0.0,,,,12950.0,428.0
,,,,,4.486330798479087,710.0,0.0,,,,17320.0,586.0
,,,,,4.486330798479087,710.0,0.0,,,,28610.0,330.0
,,,,,4.486330798479087,710.0,0.0,,,,16170.0,414.0
,,,,,4.486330798479087,710.0,0.0,,,,15600.0,274.0
,,,,,4.486330798479087,710.0,0.0,,,,52360.0,1004.0
,,,,,4.486330798479087,710.0,0.0,,,,44960.0,1172.0
,,,,,4.486330798479087,710.0,0.0,,,,18580.0,753.0
,,,,,4.486330798479087,710.0,0.0,,,,12240.0,452.0
,,,,,4.486330798479087,710.0,0.0,,,,16840.0,318.0
,,,,,4.486330798479087,710.0,0.0,,,,15820.0,382.0
,,,,,4.486330798479087,710.0,0.0,,,,17690.0,284.0
,,,,,4.486330798479087,710.0,0.0,,,,15380.0,251.0
,,,,,4.486330798479087,710.0,0.0,,,,9540.0,339.0
